open_time,open,high,low,close,volume,close_time,quote_asset_volume,nb_trades,taker_buy_base,taker_buy_quote,ignore,sma_7,sma_30,sma_50,sma_100,return,volatility_20,rsi_14,ema_12,ema_26,MACD,Signal,MACD_Hist,volume_sma20,volume_rel
2025-04-29 14:00:00,94800.0,95300.0,94531.85,95040.8,960.27981,1745938799999,91158456.10807210,204218,514.13539000,48809851.00355580,0,94945.75571428573,,,,0.002539978635023532,0.002797279209288944,49.55085588843163,94855.90877907426,94835.0108512641,20.89792781016149,-27.72795930374969,48.625887113911176,629.617944,1.5251785930675446
2025-04-29 15:00:00,95040.81,95129.2,94728.78,94843.1,429.05785,1745942399999,40715369.14860600,140416,196.82260000,18676454.97511510,0,94919.05571428571,,,,-0.0020801592579187123,0.002461179355467298,49.73489216983115,94853.93819767822,94835.61004746676,18.328150211455068,-18.516737400708738,36.8448876121638,614.156718,0.6986129719417968
2025-04-29 16:00:00,94843.1,95459.99,94800.01,94954.74,1089.04376,1745945999999,103704156.89858510,183032,493.62661000,46998913.29333300,0,94914.12142857142,,,,0.0011771019715720588,0.0023388774283830387,56.561215564551965,94869.44616726619,94844.43448839516,25.01167887102929,-9.811054146361133,34.82273301739042,654.6594929999999,1.663527026866164
2025-04-29 17:00:00,94954.74,95368.0,94658.99,95231.37,871.36794,1745949599999,82838000.02241350,183290,425.34772000,40434463.52036460,0,94973.27142857143,94679.32033333332,,,0.0029132826860458483,0.0024107313647512034,60.16213702850539,94925.12675691754,94873.09637814366,52.03037877388124,2.5572324376873414,49.4731463361939,688.4298839999999,1.2657322993259255
2025-04-29 18:00:00,95231.37,95438.0,95060.0,95391.29,703.13824,1745953199999,67023556.50817840,114442,319.22036000,30431179.65389300,0,95010.63571428573,94680.67366666667,,,0.0016792785822570266,0.002366652357598561,69.4241817467296,94996.84417893023,94911.48109087376,85.36308805647423,19.11840356144472,66.2446844950295,706.360933,0.9954376114965576
2025-04-29 19:00:00,95391.29,95448.84,95224.93,95300.79,428.02418,1745956799999,40811142.25215450,98587,238.98813000,22789823.25573010,0,95080.3,94725.17666666667,,,-0.000948723934858231,0.0023420747126372253,69.07079448300502,95043.60507447943,94940.31878784607,103.28628663335985,35.95198017582774,67.33430645753211,689.353061,0.6209070565075796
2025-04-29 20:00:00,95300.79,95408.0,94820.0,94839.32,361.89077,1745960399999,34387834.90818990,89783,154.95915000,14726422.91354180,0,95085.91571428571,94739.22966666665,,,-0.004842247372765618,0.002591030138552081,51.12200584078577,95012.1766014826,94932.83739615377,79.33920532882621,44.629425206427435,34.709780122398776,687.2600165,0.5265703828414118
2025-04-29 21:00:00,94839.31,94968.0,94350.0,94735.66,783.01509,1745963999999,74074208.78033570,162738,345.95115000,32727335.23605520,0,95042.32428571429,94769.30133333334,,,-0.0010930065715359927,0.002556377044922548,46.51374002214961,94969.6355858699,94918.23166310534,51.40392276455532,45.98432471805302,5.419598046502301,676.74623,1.157029112670491
2025-04-29 22:00:00,94735.65,94735.65,94000.01,94163.67,1003.3656,1745967599999,94569561.62376820,192596,363.02064000,34214394.83822170,0,94945.26285714285,94783.62233333333,,,-0.006037747559894613,0.0028385230567015162,35.88639125745725,94845.64088035145,94862.33820657902,-16.697326227571466,33.44799452892813,-50.14532075649959,697.787496,1.4379243046797157
2025-04-29 23:00:00,94163.67,94300.0,93742.54,94256.82,1020.00752,1745971199999,95846923.19167950,142732,434.09670000,40805706.79796560,0,94845.56000000001,94788.83666666667,,,0.0009892350202578282,0.0028478582168841725,38.267725111803195,94755.05305260507,94817.48500609168,-62.43195348660811,14.272004925820882,-76.70395841242899,729.9955845,1.397279026966498
2025-04-30 00:00:00,94256.82,94631.23,94136.48,94546.79,519.07237,1745974799999,49000335.26905870,113445,264.70490000,24993131.34032880,0,94747.76285714285,94801.2,,,0.0030763821652373124,0.0028450754994241664,45.82460017841853,94723.01258297352,94797.43352415896,-74.420941185439,-3.466584296431096,-70.95435688900791,720.4643655,0.7204691791241686
2025-04-30 01:00:00,94546.79,94604.7,94287.71,94527.73,309.08102,1745978399999,29203949.39121980,96941,144.24640000,13628802.67243580,0,94624.39714285715,94792.551,,,-0.00020159330634073047,0.002837931361946737,39.78331483499122,94692.9691086699,94777.45548533236,-84.48637666246213,-19.670542769637304,-64.81583389282483,653.5454385,0.47292965690250166
2025-04-30 02:00:00,94527.73,94785.0,94460.0,94641.99,360.20236,1745981999999,34085848.61384200,75750,201.65196000,19083399.89913550,0,94530.28285714287,94798.295,,,0.001208745835745928,0.0025776170596022176,46.88122979587235,94685.12616887453,94767.42100493737,-82.29483606283611,-32.195401428277066,-50.099434634559046,652.665501,0.5518942849715601
2025-04-30 03:00:00,94641.99,95111.01,94496.87,95032.84,576.60185,1745985599999,54693647.70630300,101611,341.60338000,32407911.72612300,0,94557.92857142857,94814.39066666666,,,0.004129773687133964,0.0027260908486885483,53.7293494661375,94738.62060443229,94787.08167123831,-48.46106680601952,-35.448534503825556,-13.01253230219396,663.3983655,0.8691638086346778
2025-04-30 04:00:00,95032.84,95180.0,94869.56,95054.75,666.1487,1745989199999,63275040.25393410,107660,274.01359000,26028798.78751980,0,94603.51285714285,94822.56499999999,,,0.00023055188080256528,0.0027137848340855163,50.24029269200157,94787.25589605808,94806.9089548503,-19.653058792217053,-32.28943936150386,12.636380569286807,671.5955495000001,0.9918896879169982
2025-04-30 05:00:00,95054.76,95113.2,94869.57,94894.0,422.26665,1745992799999,40112940.66288690,81479,184.94934000,17574245.36237420,0,94707.84571428572,94818.659,,,-0.001691130637869187,0.002739249407426663,50.888071576126315,94803.67806589529,94813.3601433799,-9.682077484612819,-27.767966986125654,18.085889501512835,674.3759675,0.6261591016735039
2025-04-30 06:00:00,94894.0,94970.31,94745.4,94751.99,295.17447,1745996399999,28006361.45860630,46281,89.75347000,8514745.47034320,0,94778.58428571429,94808.21633333334,,,-0.001496511897485564,0.002729496913969026,46.49963917365585,94795.72605575755,94808.81420683325,-13.088151075702626,-24.83200380404105,11.743852728338425,659.5306645,0.4475523063416258
2025-04-30 07:00:00,94752.0,94869.49,94500.0,94620.99,464.06662,1745999999999,43942575.05174400,61130,141.30929000,13378828.73816390,0,94789.18428571429,94800.33300000001,,,-0.0013825567146399376,0.0026280305822273457,38.90419923650258,94768.843585641,94794.90130262339,-26.057716982380953,-25.077146439709033,-0.98057054267192,637.235775,0.7282494772048854
2025-04-30 08:00:00,94620.99,94809.52,94527.58,94718.18,332.70984,1746003599999,31493412.12168300,76989,157.83876000,14941877.13189350,0,94816.39142857144,94803.74966666666,,,0.0010271505297079209,0.0025398023267344952,37.47828125174388,94761.04918785008,94789.2182431698,-28.169055319725885,-25.695528215712404,-2.473527104013481,621.4782319999999,0.5353523629126885
2025-04-30 09:00:00,94718.19,95043.23,94667.69,94970.01,391.75434,1746007199999,37158227.36730650,66051,200.24051000,18994686.13239400,0,94863.25142857143,94814.12466666667,,,0.002658729295685447,0.002610534260590189,44.195008950194776,94793.19700510391,94802.61022515723,-9.413220053320401,-22.439066583234005,13.025846529913604,599.313449,0.653671865121118
2025-04-30 10:00:00,94970.01,95022.49,94852.67,94946.52,316.93061,1746010799999,30085259.88538220,51284,140.22863000,13311897.29908160,0,94850.92,94833.89800000002,,,-0.00024734123961855925,0.002546634488577254,52.223033279139955,94816.78515816484,94813.27020847892,3.5149496859230567,-17.248263329402594,20.76321301532565,567.145989,0.5588166294869098
2025-04-30 11:00:00,94946.52,95228.45,94928.44,95176.66,619.85078,1746014399999,58956671.22931050,67100,392.82039000,37363374.54155350,0,94868.33571428571,94863.90366666667,,,0.00242389083875838,0.0025564643460620133,58.68931273644396,94872.15051844718,94840.18797081381,31.962547633360373,-7.406101136850001,39.36864877021037,576.6856355,1.07485038961058
2025-04-30 12:00:00,95176.66,95214.9,94349.29,94555.88,1664.41996,1746017999999,157525707.48487370,229705,862.87733000,81631297.82679710,0,94820.03285714285,94856.433,,,-0.006522397402892621,0.0029479511816824797,57.58218984762566,94823.49351560914,94819.12812112391,4.365394485226716,-5.051802012434658,9.417196497661374,605.4544455,2.7490424298156384
2025-04-30 13:00:00,94555.89,94649.5,93026.0,93032.58,2712.01725,1746021599999,254553423.38173460,379737,1054.46134000,99009240.17764020,0,94574.40285714286,94793.59866666667,94690.7614,,-0.016110050480202864,0.004531878784403506,34.76001732834709,94547.96835936158,94686.79122326287,-138.82286390129593,-31.80601439020691,-107.01684951108902,697.486911,3.8882697398747315
2025-04-30 14:00:00,93032.58,94367.7,92910.0,93705.04,3158.62006,1746025199999,295717006.64637900,438198,1601.63083000,149910870.91571740,0,94443.55285714286,94749.43333333333,94657.8484,,0.0072282204793201466,0.004871797460545992,40.43254990304674,94418.28707330595,94614.06891042858,-195.78183712263126,-64.60117893669178,-131.18065818593948,820.261002,3.850750007983435
2025-04-30 15:00:00,93705.04,94112.18,93659.24,94004.63,722.10473,1746028799999,67842118.43778910,192338,334.51166000,31427295.35035350,0,94341.61714285714,94716.61166666666,94658.62700000001,,0.00319715993931613,0.004956193106547679,44.41079930591772,94354.64752356657,94568.92528743389,-214.2777638673142,-94.53649592281627,-119.74126794449793,834.9650294999999,0.8648323037342249
2025-04-30 16:00:00,94004.63,94189.58,93528.71,93939.98,690.56111,1746032399999,64811167.93064550,177989,377.37496000,35411341.94999400,0,94194.47,94687.36700000001,94649.07199999999,,-0.0006877320829836719,0.004858338257039467,42.41881661788991,94290.85251994093,94522.33674762397,-231.48422768303135,-121.92604227485928,-109.55818540817206,851.3985465,0.8110903088087431
2025-04-30 17:00:00,93939.98,94267.14,93752.15,94100.39,402.85742,1746035999999,37893717.21920410,112058,186.65678000,17554282.17111600,0,94073.5942857143,94653.05533333332,94654.40960000001,,0.0017075796694869805,0.004879598622910855,39.402797129680366,94261.55059379617,94491.08143298516,-229.53083918898483,-143.4470016576844,-86.08383753130042,832.3906630000001,0.4839763802107904
2025-04-30 18:00:00,94100.39,94500.0,94009.12,94078.24,510.06539,1746039599999,48072550.82913310,166067,238.39751000,22473584.50923010,0,93916.67714285714,94628.55866666668,94661.29359999999,,-0.00023538690966096176,0.004690910249031045,38.902664924143444,94233.34896398138,94460.50058609736,-227.15162211598363,-160.18792574934426,-66.96369636663937,807.7256525,0.6314834602829454
2025-04-30 19:00:00,94078.23,94266.36,93757.63,94152.01,432.10412,1746043199999,40626085.36082060,145778,172.15458000,16190422.73118000,0,93858.98142857142,94606.95866666666,94662.32600000002,,0.0007841345671431021,0.004688777288923876,41.39775596658285,94220.83527721501,94437.64943157163,-216.8141543566162,-171.51317147079865,-45.30098288581755,778.3304825,0.5551679263698888
2025-04-30 20:00:00,94152.01,94739.14,94109.46,94555.99,896.76548,1746046799999,84744285.82204980,143729,533.14698000,50385926.98672070,0,94076.61142857143,94590.79833333334,94669.92799999999,,0.00429072093097127,0.004738920732694796,47.857801754853824,94272.39754225886,94446.41539960336,-174.01785734450095,-172.01410864553912,-2.0037486989618287,797.215138,1.1248726187635438
2025-04-30 21:00:00,94556.0,94784.1,94382.35,94419.0,330.16484,1746050399999,31230694.99734540,84461,150.03394000,14192973.33184570,0,94178.60571428572,94576.66166666667,94662.56399999998,,-0.0014487712518266305,0.004750121642370058,47.79522041246695,94294.95176652672,94444.38462926236,-149.43286273564445,-167.4978594635602,18.06499672791574,798.269329,0.41360080865639776
2025-04-30 22:00:00,94418.99,94720.0,94059.69,94114.05,512.06584,1746053999999,48295560.58883660,115466,184.46057000,17401059.59115440,0,94194.23714285715,94548.63866666665,94655.4516,,-0.0032297524862580085,0.004791876790441821,43.69185275525281,94267.12072552262,94419.91539746516,-152.79467194253812,-164.5572219593558,11.76255001681767,805.8625030000001,0.635425817796116
2025-04-30 23:00:00,94114.05,94333.34,94005.0,94172.0,355.66929,1746057599999,33499083.27303660,82902,164.14910000,15462385.38814880,0,94227.38285714286,94513.32633333333,94647.8922,,0.000615742282900289,0.004685351896601135,41.31580264701471,94252.48676774991,94401.55129394922,-149.06452619930496,-161.4586828073456,12.394156608040646,794.815875,0.44748639425451836
2025-05-01 00:00:00,94172.0,94405.47,94130.43,94405.47,326.248,1746061199999,30761245.68894690,82111,166.25881000,15675562.25227840,0,94270.96571428572,94480.46566666667,94639.81120000001,,0.0024791870194962318,0.004729175139290834,44.36944671657726,94276.02264963454,94401.8415684715,-125.81891883695789,-154.33073001326807,28.511811176310175,777.82084,0.4194384917740183
2025-05-01 01:00:00,94405.46,94710.0,94398.51,94636.51,502.12633,1746064799999,47502482.71978530,94092,281.79082000,26658133.48300120,0,94350.71857142857,94458.323,94632.31779999999,,0.002447315817610818,0.004757030861948058,44.379865528801346,94331.48224199846,94419.22441525139,-87.74217325293284,-141.01301866120102,53.27084540826817,781.8138240000001,0.6422581880568026
2025-05-01 02:00:00,94636.5,94972.5,94620.0,94867.46,891.42578,1746068399999,84545161.94480920,83394,531.56509000,50405764.06208610,0,94452.92571428571,94459.261,94628.3616,,0.0024403900777829612,0.004778697216943839,53.528124900920815,94413.94035861408,94452.4270511587,-38.48669254461129,-120.50775343788308,82.0210608932718,811.6263895,1.0983203497722152
2025-05-01 03:00:00,94867.46,95040.3,94688.75,94782.6,1157.63769,1746071999999,109831465.91207510,93667,771.31333000,73185488.54144500,0,94485.29857142859,94460.82566666667,94626.8638,,-0.0008945111421766461,0.0047721212193637605,79.39016935261745,94470.65722651962,94476.88430662842,-6.2270801088016015,-97.6516187720668,91.4245386632652,846.3049430000001,1.3678730102844263
2025-05-01 04:00:00,94782.6,94934.99,94714.38,94860.51,258.99247,1746075599999,24555611.83001470,52215,137.89301000,13073521.94059110,0,94548.37142857144,94484.05366666667,94631.76040000001,,0.0008219863139435901,0.004770234881635993,74.24737794155286,94530.63457628583,94505.30102465594,25.333551629883004,-73.05458469167684,98.38813632155984,842.6190745,0.30736601845108125
2025-05-01 05:00:00,94860.51,95178.11,94840.38,95147.96,677.05143,1746079199999,64338031.47281040,72558,359.15998000,34131335.36463480,0,94696.07285714286,94513.75833333333,94641.5444,,0.0030302388211913556,0.004781490704798751,74.11549315975742,94625.60771839571,94552.90539319995,72.70232519575802,-43.90320271418987,116.60552790994788,856.883929,0.7901320203194054
2025-05-01 06:00:00,95147.97,95180.0,94806.23,94888.85,467.41491,1746082799999,44405697.66189290,56362,136.41577000,12959157.53741110,0,94798.48,94525.16033333333,94652.255,,-0.0027232323215337084,0.004822951401863947,68.49656333942838,94666.10653095022,94577.79017888884,88.31635206137435,-17.459291759077026,105.77564382045136,864.4081440000002,0.5407340424131866
2025-05-01 07:00:00,94888.85,95130.01,94800.0,95025.84,476.89004,1746086399999,45318495.18644430,44057,272.60176000,25907311.27490650,0,94887.10428571429,94541.764,94667.242,,0.0014436891162659116,0.004801751500598096,68.20626620553438,94721.45014157325,94610.9790545267,110.47108704654966,8.126784002048312,102.34430304450134,857.2601070000001,0.5562956168214649
2025-05-01 08:00:00,95025.84,95210.16,94913.04,95210.16,423.56462,1746089999999,40285108.42238690,51237,240.07302000,22836291.03298110,0,94969.05428571429,94560.70300000001,94675.8452,,0.0019396829325581955,0.0045703585295664125,70.9324861118302,94796.6362736389,94655.36282826547,141.27344537343015,34.75611627632468,106.51732909710546,795.2173399999999,0.5326400704491681
2025-05-01 09:00:00,95210.16,95817.78,95140.18,95520.99,1159.84689,1746093599999,110766846.88808940,107155,735.22028000,70222027.50171330,0,95062.41571428571,94576.97466666668,94687.91279999999,,0.003264672593765283,0.0024653519316376925,73.27563928182812,94908.07530846368,94719.48335950507,188.59194895860855,65.52328281278146,123.0686661458271,717.6088219999999,1.6162662086113542
2025-05-01 10:00:00,95520.99,96396.31,95520.98,96169.01,1865.7971,1746097199999,179260015.58212640,216613,1150.93902000,110566149.52372290,0,95260.47428571428,94614.11666666668,94710.69299999998,,0.006784058666058579,0.0024107589444646673,75.32340714133193,95102.06526100772,94826.85570324544,275.2095577622822,107.46053780268161,167.7490199596006,652.967674,2.857411131197898
2025-05-01 11:00:00,96169.01,96250.4,95836.57,96180.01,787.87727,1746100799999,75707560.50018610,102147,378.69256000,36396844.69594960,0,95448.9742857143,94656.98366666668,94734.50760000001,,0.00011438196150703739,0.002381541849836883,78.78549127940238,95267.90291316039,94927.0893548569,340.8135583034891,154.13114190284313,186.682416400646,656.256301,1.200563360381358
2025-05-01 12:00:00,96180.01,96463.18,96116.14,96373.2,822.173,1746104399999,79161733.10443530,109217,394.45532000,37981174.66976520,0,95624.00857142857,94711.024,94765.6252,,0.0020086294438939056,0.0023482866132275276,88.32848674455136,95437.94861882803,95034.20866190454,403.739956923484,204.05290490697132,199.68705201651267,662.8368955,1.240385086560107
2025-05-01 13:00:00,96373.2,96734.89,95769.66,95809.52,1740.4931,1746107999999,167576600.44239120,276222,691.83461000,66646412.54868620,0,95755.53285714285,94750.64166666666,94779.2208,,-0.005848928955352606,0.00283390292771689,73.71279128364652,95495.11344670065,95091.6391313931,403.4743153075542,243.9371869870879,159.5371283204663,729.7186795,2.38515629227496
2025-05-01 14:00:00,95809.52,96908.28,95809.52,96827.99,2767.87823,1746111599999,266672676.94019190,294440,1201.16505000,115766487.70367860,0,96012.98285714285,94820.96866666667,94819.51780000002,,0.010630154498216804,0.003553955353543079,78.58214836873685,95700.17137797747,95220.25771425286,479.913663724612,291.13248233459274,188.78118139001924,842.6093215000001,3.284889164378891
2025-05-01 15:00:00,96828.0,97424.02,96751.3,96854.3,2068.94782,1746115199999,200852163.86349180,302548,1212.34617000,117699584.71322240,0,96247.86,94883.77833333332,94860.60360000002,,0.00027171895234001653,0.0035608296084892626,77.49492324743571,95877.72962751941,95341.29788356746,536.4317439519509,340.1923346580644,196.23940929388652,924.4515064999999,2.2380274199920946
2025-05-01 16:00:00,96854.31,97367.26,96854.3,97007.14,960.27808,1746118799999,93290149.72890410,154635,465.31073000,45204260.28695980,0,96460.16714285714,94952.46566666666,94899.9304,,0.0015780404174103868,0.003496891755313878,77.05045284679066,96051.4850694395,95464.69359589579,586.791473543708,389.51216243519315,197.27931110851483,927.6271364999999,1.0351983487925918
2025-05-01 17:00:00,97007.15,97216.99,96514.24,96794.17,775.85599,1746122399999,75179437.06829510,129438,315.08839000,30535710.85041520,0,96549.47571428573,95006.38266666667,94938.9518,,-0.0021954054103646703,0.0035314412899264632,74.63293730973358,96165.74428952573,95563.17332953315,602.5709599925758,432.1239219466697,170.44703804590608,949.911694,0.8167664372389546
2025-05-01 18:00:00,96794.18,96975.3,96425.22,96869.55,745.78922,1746125999999,72111446.97322070,112421,340.53554000,32938078.12749460,0,96647.98142857142,95083.50499999999,94977.24799999999,,0.0007787659112115097,0.0033741255209528863,74.61720940263112,96274.02209113716,95659.94197178996,614.0801193471998,468.51516142677576,145.56495792042404,961.597863,0.7755728758311519
2025-05-01 19:00:00,96869.56,96882.72,96424.44,96523.26,718.87913,1746129599999,69420328.79702040,117291,302.99608000,29257945.31718130,0,96669.41857142858,95199.861,95003.0858,,-0.003574807563367477,0.0035539361597572124,66.61231096294136,96312.36638480837,95723.89145536107,588.4749294473004,492.50711503088075,95.96781441641963,979.7583549999999,0.7337310535106384
2025-05-01 20:00:00,96523.26,96885.77,96312.24,96407.9,818.39622,1746133199999,79058637.47734310,167448,393.72102000,38038833.67098870,0,96754.90142857144,95289.95633333334,95023.41799999999,,-0.001195152339446448,0.003581360124795376,69.00879706681005,96327.06386406862,95774.55875496395,552.5051091046771,504.50671384564004,47.99839525903707,1004.3657660000001,0.8148388243651067
2025-05-01 21:00:00,96407.91,96774.73,96390.26,96464.55,292.34865,1746136799999,28239450.32781010,57513,151.73982000,14655475.29098810,0,96702.98142857142,95371.95366666667,95046.69319999998,,0.0005876074471076187,0.0035674529209752236,68.37287468936051,96348.21557728884,95825.6692175592,522.546359729633,508.1146430224386,14.431716707194369,993.8768820000001,0.2941497637128861
